user_idx,item_idx,rating,reward,timestamp,step
0,215,5,1.0,876892701,141
0,193,4,1.0,876892743,142
0,72,3,0.0,876892774,143
0,58,5,1.0,876892817,144
0,132,4,1.0,876892818,145
0,40,2,-0.5,876892818,146
0,194,5,1.0,876892855,147
0,217,3,0.0,876892856,148
0,169,5,1.0,876892856,149
0,212,2,-0.5,876892896,150
0,156,4,1.0,876892918,151
0,222,5,1.0,876892918,152
0,226,4,1.0,876892946,153
0,26,2,-0.5,876892946,154
0,79,4,1.0,876893008,155
0,230,1,-0.5,876893031,156
0,66,3,0.0,876893054,157
0,199,3,0.0,876893098,158
0,118,5,1.0,876893098,159
0,3,3,0.0,876893119,160
0,214,3,0.0,876893145,161
0,163,3,0.0,876893171,162
0,1,3,0.0,876893171,163
0,205,4,1.0,876893205,164
0,76,4,1.0,876893205,165
0,52,3,0.0,876893206,166
0,135,3,0.0,876893206,167
0,39,3,0.0,876893230,168
0,45,4,1.0,876893230,169
0,152,3,0.0,876893230,170
0,268,5,1.0,877482427,171
0,253,1,-0.5,878541392,172
0,114,5,1.0,878541637,173
0,172,5,1.0,878541803,174
0,210,3,0.0,878541970,175
0,228,4,1.0,878542075,176
0,154,2,-0.5,878542201,177
0,202,4,1.0,878542231,178
0,61,3,0.0,878542282,179
0,89,4,1.0,878542300,180
0,218,1,-0.5,878542327,181
0,166,2,-0.5,878542383,182
0,60,4,1.0,878542420,183
0,229,4,1.0,878542420,184
0,161,4,1.0,878542420,185
0,34,1,-0.5,878542420,186
0,264,4,1.0,878542441,187
0,111,1,-0.5,878542441,188
0,56,5,1.0,878542459,189
0,48,3,0.0,878542478,190
0,29,3,0.0,878542515,191
0,232,2,-0.5,878542552,192
0,130,1,-0.5,878542552,193
0,81,5,1.0,878542589,194
0,151,5,1.0,878542589,195
0,140,3,0.0,878542608,196
0,71,4,1.0,878542678,197
0,32,4,1.0,878542699,198
0,157,3,0.0,878542699,199
0,197,5,1.0,878542717,200
0,112,5,1.0,878542738,201
0,224,2,-0.5,878542738,202
0,20,1,-0.5,878542772,203
0,148,2,-0.5,878542791,204
0,87,4,1.0,878542791,205
0,102,1,-0.5,878542845,206
0,238,4,1.0,878542845,207
0,109,1,-0.5,878542845,208
0,100,2,-0.5,878542845,209
0,33,2,-0.5,878542869,210
0,42,4,1.0,878542869,211
0,28,1,-0.5,878542869,212
0,131,4,1.0,878542889,213
0,209,4,1.0,878542909,214
0,204,3,0.0,878542909,215
0,124,3,0.0,878542960,216
0,11,5,1.0,878542960,217
0,200,3,0.0,878542960,218
0,207,5,1.0,878542960,219
0,115,3,0.0,878542960,220
0,57,4,1.0,878542960,221
0,2,4,1.0,878542960,222
0,137,1,-0.5,878543006,223
0,36,2,-0.5,878543030,224
0,65,4,1.0,878543030,225
0,37,3,0.0,878543075,226
0,139,1,-0.5,878543133,227
0,240,4,1.0,878543133,228
0,75,4,1.0,878543176,229
0,77,1,-0.5,878543176,230
0,225,3,0.0,878543176,231
0,231,3,0.0,878543196,232
0,62,2,-0.5,878543196,233
0,138,3,0.0,878543216,234
0,74,4,1.0,878543238,235
0,141,2,-0.5,878543238,236
0,50,4,1.0,878543275,237
0,53,3,0.0,878543308,238
0,227,5,1.0,878543541,239
0,43,5,1.0,878543541,240
0,85,5,1.0,878543541,241
0,99,5,1.0,878543541,242
0,153,5,1.0,878543541,243
0,8,5,1.0,878543541,244
0,168,5,1.0,878543541,245
0,177,5,1.0,878543541,246
0,86,5,1.0,878543541,247
0,15,5,1.0,878543541,248
0,221,4,1.0,878873388,249
0,257,5,1.0,878873389,250
0,265,1,-0.5,885345728,251
0,254,2,-0.5,885345822,252
0,271,3,0.0,887431647,253
0,270,2,-0.5,887431672,254
0,19,4,1.0,887431883,255
0,128,5,1.0,887431908,256
0,220,5,1.0,887431921,257
0,5,5,1.0,887431973,258
0,243,2,-0.5,887431973,259
0,17,4,1.0,887432020,260
0,269,5,1.0,888732827,261
0,208,4,1.0,888732908,262
0,31,5,1.0,888732909,263
0,188,3,0.0,888732928,264
0,241,5,1.0,889751633,265
0,170,5,1.0,889751711,266
0,110,5,1.0,889751711,267
0,255,4,1.0,889751712,268
0,4,3,0.0,889751712,269
1,285,4,1.0,888549960,0
1,257,3,0.0,888549961,1
1,304,3,0.0,888550065,2
1,306,3,0.0,888550066,3
1,287,3,0.0,888550252,4
1,311,3,0.0,888550631,5
1,300,4,1.0,888550631,6
1,291,4,1.0,888550774,7
1,302,4,1.0,888550774,8
1,314,1,-0.5,888550774,9
1,298,4,1.0,888550774,10
1,305,4,1.0,888550774,11
1,268,4,1.0,888550774,12
1,296,4,1.0,888550871,13
1,18,3,0.0,888550871,14
1,0,4,1.0,888550871,15
1,295,3,0.0,888550871,16
1,292,4,1.0,888550939,17
1,274,5,1.0,888550939,18
1,256,4,1.0,888551062,19
1,294,4,1.0,888551164,20
1,276,4,1.0,888551174,21
1,286,3,0.0,888551235,22
1,254,4,1.0,888551341,23
1,289,3,0.0,888551441,24
1,279,3,0.0,888551441,25
1,297,3,0.0,888551441,26
1,273,3,0.0,888551497,27
1,275,4,1.0,888551552,28
1,290,3,0.0,888551647,29
1,272,4,1.0,888551647,30
1,277,3,0.0,888551647,31
1,293,1,-0.5,888551648,32
1,24,4,1.0,888551648,33
1,278,4,1.0,888551745,34
1,110,4,1.0,888551853,35
1,13,4,1.0,888551853,36
1,9,2,-0.5,888551853,37
1,12,4,1.0,888551922,38
1,281,4,1.0,888551922,39
1,283,4,1.0,888552017,40
1,236,4,1.0,888552017,41
1,250,5,1.0,888552084,42
1,49,5,1.0,888552084,43
1,312,5,1.0,888552084,44
1,241,5,1.0,888552084,45
1,282,5,1.0,888552084,46
1,310,5,1.0,888552084,47
1,99,5,1.0,888552084,48
1,126,5,1.0,888552084,49
1,284,5,1.0,888552084,50
1,301,5,1.0,888552084,51
1,309,4,1.0,888979061,52
1,271,5,1.0,888979061,53
1,299,4,1.0,888979197,54
1,303,4,1.0,888979197,55
1,288,3,0.0,888979353,56
1,315,5,1.0,888979693,57
1,307,3,0.0,888979945,58
1,308,1,-0.5,888980029,59
2,299,2,-0.5,889236939,0
2,301,2,-0.5,889236939,1
2,332,2,-0.5,889236939,2
2,343,4,1.0,889236939,3
2,267,3,0.0,889236961,4
2,336,1,-0.5,889236983,5
2,302,3,0.0,889236983,6
2,344,3,0.0,889237004,7
2,353,3,0.0,889237004,8
2,287,2,-0.5,889237026,9
2,257,2,-0.5,889237026,10
2,318,2,-0.5,889237026,11
2,340,1,-0.5,889237055,12
2,271,2,-0.5,889237055,13
2,351,2,-0.5,889237055,14
2,349,3,0.0,889237076,15
2,342,3,0.0,889237122,16
2,333,3,0.0,889237122,17
2,352,1,-0.5,889237122,18
2,338,3,0.0,889237141,19
2,341,4,1.0,889237174,20
2,335,1,-0.5,889237198,21
2,298,3,0.0,889237199,22
2,293,2,-0.5,889237224,23
2,331,1,-0.5,889237224,24
2,306,3,0.0,889237224,25
2,270,3,0.0,889237224,26
2,325,2,-0.5,889237224,27
2,244,1,-0.5,889237247,28
2,323,2,-0.5,889237247,29
2,354,3,0.0,889237247,30
2,334,1,-0.5,889237269,31
2,322,2,-0.5,889237269,32
2,348,3,0.0,889237269,33
2,321,3,0.0,889237269,34
2,329,2,-0.5,889237297,35
2,263,2,-0.5,889237297,36
2,337,2,-0.5,889237297,37
2,324,1,-0.5,889237297,38
2,350,3,0.0,889237315,39
2,330,4,1.0,889237455,40
2,327,5,1.0,889237455,41
2,347,4,1.0,889237455,42
2,326,4,1.0,889237455,43
2,320,5,1.0,889237455,44
2,259,4,1.0,889237455,45
2,328,4,1.0,889237455,46
2,346,5,1.0,889237455,47
2,339,5,1.0,889237455,48
2,345,5,1.0,889237455,49
2,317,4,1.0,889237482,50
2,319,5,1.0,889237482,51
3,257,5,1.0,892001374,0
3,287,4,1.0,892001445,1
3,299,5,1.0,892001445,2
3,327,3,0.0,892001537,3
3,270,4,1.0,892001690,4
3,302,5,1.0,892002352,5
3,328,5,1.0,892002352,6
3,326,5,1.0,892002352,7
3,358,5,1.0,892002352,8
3,361,5,1.0,892002352,9
3,359,5,1.0,892002352,10
3,360,5,1.0,892002353,11
3,353,5,1.0,892002353,12
3,323,5,1.0,892002353,13
3,300,5,1.0,892002353,14
3,209,3,0.0,892003374,15
3,355,3,0.0,892003459,16
3,356,4,1.0,892003525,17
3,49,5,1.0,892003526,18
3,263,3,0.0,892004275,19
3,259,4,1.0,892004275,20
3,357,2,-0.5,892004275,21
4,266,4,1.0,875635064,0
4,221,4,1.0,875635174,1
4,454,4,1.0,875635174,2
4,120,4,1.0,875635189,3
4,362,3,0.0,875635225,4
4,404,3,0.0,875635225,5
4,256,5,1.0,875635239,6
4,249,3,0.0,875635265,7
4,24,3,0.0,875635318,8
4,20,3,0.0,875635327,9
4,99,5,1.0,875635349,10
4,108,5,1.0,875635350,11
4,368,1,-0.5,875635372,12
4,234,4,1.0,875635384,13
4,411,3,0.0,875635416,14
4,406,3,0.0,875635431,15
4,410,1,-0.5,875635431,16
4,104,3,0.0,875635443,17
4,367,1,-0.5,875635457,18
4,224,2,-0.5,875635723,19
4,150,3,0.0,875635723,20
4,0,4,1.0,875635748,21
4,180,5,1.0,875635757,22
4,49,4,1.0,875635758,23
4,423,1,-0.5,875635807,24
4,412,3,0.0,875635807,25
4,405,1,-0.5,875635807,26
4,78,3,0.0,875635895,27
4,396,2,-0.5,875635907,28
4,372,3,0.0,875635907,29
4,230,2,-0.5,875635947,30
4,228,2,-0.5,875635947,31
4,398,3,0.0,875635947,32
4,175,3,0.0,875635962,33
4,225,3,0.0,875635962,34
4,449,1,-0.5,875635962,35
4,182,4,1.0,875636014,36
4,88,5,1.0,875636033,37
4,434,4,1.0,875636033,38
4,1,3,0.0,875636053,39
4,229,3,0.0,875636070,40
4,227,5,1.0,875636070,41
4,226,4,1.0,875636099,42
4,448,2,-0.5,875636099,43
4,430,3,0.0,875636099,44
4,209,3,0.0,875636099,45
4,171,5,1.0,875636130,46
4,173,5,1.0,875636130,47
4,143,3,0.0,875636141,48
4,402,3,0.0,875636152,49
4,390,4,1.0,875636167,50
4,397,2,-0.5,875636167,51
4,384,4,1.0,875636185,52
4,16,4,1.0,875636198,53
4,371,3,0.0,875636230,54
4,385,2,-0.5,875636230,55
4,392,2,-0.5,875636265,56
4,395,5,1.0,875636265,57
4,166,2,-0.5,875636281,58
4,366,3,0.0,875636281,59
4,89,3,0.0,875636297,60
4,400,5,1.0,875636308,61
4,389,5,1.0,875636340,62
4,41,5,1.0,875636360,63
4,152,5,1.0,875636375,64
4,185,5,1.0,875636375,65
4,455,1,-0.5,875636375,66
4,383,3,0.0,875636389,67
4,69,4,1.0,875636389,68
4,109,1,-0.5,875636493,69
4,79,2,-0.5,875636511,70
4,380,1,-0.5,875636540,71
4,363,1,-0.5,875636571,72
4,208,5,1.0,875636571,73
4,450,1,-0.5,875636571,74
4,381,5,1.0,875636587,75
4,427,5,1.0,875636588,76
4,382,3,0.0,875636588,77
4,210,4,1.0,875636631,78
4,429,5,1.0,875636631,79
4,432,5,1.0,875636655,80
4,238,4,1.0,875636655,81
4,172,4,1.0,875636675,82
4,207,4,1.0,875636675,83
4,203,4,1.0,875636675,84
4,153,3,0.0,875636691,85
4,167,3,0.0,875636691,86
4,413,3,0.0,875636691,87
4,421,4,1.0,875636767,88
4,422,4,1.0,875636793,89
4,431,4,1.0,875636793,90
4,142,3,0.0,875636815,91
4,418,3,0.0,875636815,92
4,416,3,0.0,875636830,93
4,414,1,-0.5,875636842,94
4,373,3,0.0,875636905,95
4,28,4,1.0,875637023,96
4,433,5,1.0,875637033,97
4,364,1,-0.5,875637144,98
4,365,3,0.0,875637145,99
4,379,3,0.0,875637191,100
4,391,2,-0.5,875637330,101
4,386,3,0.0,875637419,102
4,428,3,0.0,875637429,103
4,424,2,-0.5,875637440,104
4,213,3,0.0,875637485,105
4,134,4,1.0,875637536,106
4,61,4,1.0,875637575,107
4,374,3,0.0,875637587,108
4,97,3,0.0,875720691,109
4,233,2,-0.5,875720692,110
4,184,3,0.0,875720692,111
4,447,2,-0.5,875720692,112
4,435,5,1.0,875720717,113
4,199,2,-0.5,875720717,114
4,444,3,0.0,875720744,115
4,218,3,0.0,875720744,116
4,442,4,1.0,875720744,117
4,446,3,0.0,875720744,118
4,443,2,-0.5,875720762,119
4,369,1,-0.5,875720814,120
4,378,3,0.0,875720814,121
4,440,1,-0.5,875720830,122
4,144,1,-0.5,875720830,123
4,445,4,1.0,875720845,124
4,401,1,-0.5,875720947,125
4,240,1,-0.5,875720948,126
4,370,1,-0.5,875720967,127
4,215,1,-0.5,875720967,128
4,420,1,-0.5,875721019,129
4,65,1,-0.5,875721019,130
4,426,3,0.0,875721167,131
4,377,1,-0.5,875721167,132
4,94,4,1.0,875721168,133
4,419,3,0.0,875721168,134
4,101,3,0.0,875721196,135
4,415,1,-0.5,875721196,136
4,417,3,0.0,875721216,137
4,98,3,0.0,875721216,138
4,403,2,-0.5,875721216,139
4,138,3,0.0,875721260,140
4,388,1,-0.5,875721315,141
4,453,1,-0.5,875721432,142
4,68,1,-0.5,875721555,143
4,161,1,-0.5,875721572,144
4,232,4,1.0,875729064,145
4,242,1,-0.5,878844164,146
4,258,1,-0.5,878844208,147
4,451,1,-0.5,878844397,148
4,438,1,-0.5,878844423,149
4,439,1,-0.5,878844423,150
4,436,1,-0.5,878844423,151
4,437,1,-0.5,878844423,152
4,407,5,1.0,878844495,153
4,168,5,1.0,878844495,154
4,188,5,1.0,878844495,155
4,425,3,0.0,878844510,156
4,100,5,1.0,878844510,157
4,376,1,-0.5,878844615,158
4,62,1,-0.5,878844629,159
4,399,1,-0.5,878844630,160
4,93,3,0.0,878844651,161
4,408,2,-0.5,878844651,162
4,193,4,1.0,878845197,163
4,162,5,1.0,879197864,164
4,393,2,-0.5,879198031,165
4,375,2,-0.5,879198045,166
4,39,4,1.0,879198109,167
4,409,1,-0.5,879198183,168
4,23,4,1.0,879198229,169
4,452,1,-0.5,879198898,170
4,387,2,-0.5,879198898,171
4,456,1,-0.5,879198898,172
5,285,2,-0.5,883268170,0
5,241,4,1.0,883268170,1
5,268,4,1.0,883268222,2
5,301,4,1.0,883268222,3
5,305,4,1.0,883268246,4
5,257,2,-0.5,883268278,5
5,339,2,-0.5,883268278,6
5,302,3,0.0,883268321,7
5,303,4,1.0,883268322,8
5,320,3,0.0,883268353,9
5,309,2,-0.5,883268353,10
5,258,1,-0.5,883268375,11
5,267,3,0.0,883268406,12
5,308,2,-0.5,883268430,13
5,537,2,-0.5,883268483,14
5,260,3,0.0,883268522,15
5,181,4,1.0,883268776,16
5,247,3,0.0,883598981,17
5,407,4,1.0,883599075,18
5,274,4,1.0,883599102,19
5,6,2,-0.5,883599102,20
5,296,3,0.0,883599134,21
5,275,2,-0.5,883599134,22
5,126,5,1.0,883599134,23
5,99,5,1.0,883599176,24
5,8,4,1.0,883599205,25
5,458,2,-0.5,883599228,26
5,123,5,1.0,883599228,27
5,13,5,1.0,883599249,28
5,514,4,1.0,883599273,29
5,14,3,0.0,883599302,30
5,292,3,0.0,883599327,31
5,136,5,1.0,883599327,32
5,533,4,1.0,883599354,33
5,535,4,1.0,883599400,34
5,12,2,-0.5,883599400,35
5,220,4,1.0,883599431,36
5,116,2,-0.5,883599431,37
5,284,3,0.0,883599431,38
5,474,5,1.0,883599478,39
5,256,2,-0.5,883599478,40
5,0,4,1.0,883599478,41
5,110,2,-0.5,883599478,42
5,476,1,-0.5,883599509,43
5,245,3,0.0,883599509,44
5,507,3,0.0,883599530,45
5,150,3,0.0,883599558,46
5,470,2,-0.5,883599558,47
5,297,3,0.0,883599558,48
5,283,2,-0.5,883599590,49
5,124,3,0.0,883599670,50
5,409,4,1.0,883599707,51
5,532,4,1.0,883599830,52
5,457,1,-0.5,883599914,53
5,236,2,-0.5,883599914,54
5,293,2,-0.5,883599938,55
5,471,1,-0.5,883600003,56
5,459,2,-0.5,883600004,57
5,534,2,-0.5,883600030,58
5,531,3,0.0,883600066,59
5,404,1,-0.5,883600066,60
5,472,2,-0.5,883600111,61
5,20,3,0.0,883600152,62
5,475,1,-0.5,883600175,63
5,300,2,-0.5,883600406,64
5,307,3,0.0,883600445,65
5,63,4,1.0,883600597,66
5,523,3,0.0,883600632,67
5,513,5,1.0,883600657,68
5,7,4,1.0,883600657,69
5,97,5,1.0,883600680,70
5,426,4,1.0,883600707,71
5,134,5,1.0,883600747,72
5,164,5,1.0,883600747,73
5,78,3,0.0,883600747,74
5,222,4,1.0,883600747,75
5,530,4,1.0,883600747,76
5,486,5,1.0,883600785,77
5,509,4,1.0,883600785,78
5,177,4,1.0,883600785,79
5,176,4,1.0,883600818,80
5,135,5,1.0,883600842,81
5,49,4,1.0,883600842,82
5,88,4,1.0,883600842,83
5,526,4,1.0,883600877,84
5,204,3,0.0,883600878,85
5,512,4,1.0,883600913,86
5,480,5,1.0,883600914,87
5,186,4,1.0,883600914,88
5,191,4,1.0,883600914,89
5,461,5,1.0,883600914,90
5,168,4,1.0,883600943,91
5,46,3,0.0,883600943,92
5,317,4,1.0,883600985,93
5,519,4,1.0,883600985,94
5,173,4,1.0,883600985,95
5,483,5,1.0,883601011,96
5,488,5,1.0,883601011,97
5,142,2,-0.5,883601053,98
5,497,4,1.0,883601053,99
5,478,5,1.0,883601053,100
5,11,4,1.0,883601053,101
5,70,4,1.0,883601053,102
5,190,4,1.0,883601088,103
5,496,4,1.0,883601088,104
5,491,5,1.0,883601089,105
5,479,4,1.0,883601089,106
5,468,5,1.0,883601155,107
5,210,5,1.0,883601155,108
5,503,3,0.0,883601155,109
5,511,4,1.0,883601155,110
5,495,4,1.0,883601155,111
5,524,5,1.0,883601203,112
5,198,4,1.0,883601203,113
5,196,5,1.0,883601203,114
5,481,4,1.0,883601203,115
5,529,4,1.0,883601203,116
5,68,3,0.0,883601277,117
5,499,4,1.0,883601277,118
5,55,4,1.0,883601277,119
5,520,4,1.0,883601277,120
5,203,3,0.0,883601277,121
5,473,5,1.0,883601277,122
5,536,4,1.0,883601277,123
5,506,4,1.0,883601310,124
5,179,4,1.0,883601311,125
5,31,4,1.0,883601311,126
5,182,4,1.0,883601311,127
5,22,4,1.0,883601365,128
5,188,3,0.0,883601365,129
5,193,4,1.0,883601365,130
5,518,5,1.0,883601365,131
5,463,2,-0.5,883601365,132
5,489,5,1.0,883601365,133
5,494,4,1.0,883601366,134
5,510,5,1.0,883601393,135
5,460,4,1.0,883601393,136
5,184,5,1.0,883601393,137
5,174,4,1.0,883601426,138
5,487,5,1.0,883601426,139
5,165,4,1.0,883601426,140
5,69,3,0.0,883601427,141
5,485,4,1.0,883601427,142
5,132,4,1.0,883601459,143
5,528,4,1.0,883601459,144
5,482,5,1.0,883601500,145
5,521,5,1.0,883601500,146
5,215,5,1.0,883601500,147
5,522,5,1.0,883601528,148
5,192,3,0.0,883601529,149
5,434,4,1.0,883601529,150
5,462,4,1.0,883601713,151
5,208,4,1.0,883601713,152
5,431,4,1.0,883601713,153
5,237,5,1.0,883601713,154
5,58,5,1.0,883601713,155
5,493,4,1.0,883601713,156
5,492,5,1.0,883601713,157
5,130,5,1.0,883602048,158
5,21,3,0.0,883602048,159
5,94,2,-0.5,883602133,160
5,502,3,0.0,883602133,161
5,527,4,1.0,883602174,162
5,505,4,1.0,883602174,163
5,86,4,1.0,883602174,164
5,490,4,1.0,883602174,165
5,316,3,0.0,883602174,166
5,467,3,0.0,883602174,167
5,516,4,1.0,883602212,168
5,155,3,0.0,883602212,169
5,133,5,1.0,883602283,170
5,498,4,1.0,883602283,171
5,194,4,1.0,883602283,172
5,80,4,1.0,883602283,173
5,466,4,1.0,883602284,174
5,418,4,1.0,883602284,175
5,356,4,1.0,883602422,176
5,465,4,1.0,883602422,177
5,207,4,1.0,883602422,178
5,199,3,0.0,883602422,179
5,504,4,1.0,883602422,180
5,131,5,1.0,883602422,181
5,187,3,0.0,883602462,182
5,212,4,1.0,883602462,183
5,172,5,1.0,883602462,184
5,422,3,0.0,883602501,185
5,273,4,1.0,883602501,186
5,169,4,1.0,883602574,187
5,525,3,0.0,883602596,188
5,508,4,1.0,883602664,189
5,484,5,1.0,883602664,190
5,515,4,1.0,883602664,191
5,501,4,1.0,883602664,192
5,469,3,0.0,883602690,193
5,366,2,-0.5,883602690,194
5,201,3,0.0,883602690,195
5,153,3,0.0,883602730,196
5,500,5,1.0,883602730,197
5,185,4,1.0,883602730,198
5,477,4,1.0,883602762,199
5,202,3,0.0,883602864,200
5,167,4,1.0,883602865,201
5,424,3,0.0,883602865,202
5,18,4,1.0,883602965,203
5,85,3,0.0,883603013,204
5,27,2,-0.5,883603013,205
5,152,4,1.0,883603013,206
5,517,3,0.0,883603042,207
5,538,2,-0.5,883681433,208
6,268,3,0.0,891349991,0
6,677,3,0.0,891350356,1
6,681,2,-0.5,891350383,2
6,258,3,0.0,891350464,3
6,680,1,-0.5,891350594,4
6,679,4,1.0,891350703,5
6,267,3,0.0,891350703,6
6,299,4,1.0,891350703,7
6,265,4,1.0,891350703,8
6,682,4,1.0,891350703,9
6,263,4,1.0,891350703,10
6,287,4,1.0,891350703,11
6,306,5,1.0,891350703,12
6,285,4,1.0,891350703,13
6,308,3,0.0,891350704,14
6,63,5,1.0,891350756,15
6,173,5,1.0,891350757,16
6,514,3,0.0,891350757,17
6,186,4,1.0,891350757,18
6,602,4,1.0,891350757,19
6,175,3,0.0,891350782,20
6,179,5,1.0,891350782,21
6,85,4,1.0,891350810,22
6,366,5,1.0,891350810,23
6,227,4,1.0,891350845,24
6,434,5,1.0,891350845,25
6,522,4,1.0,891350845,26
6,264,5,1.0,891350845,27
6,529,5,1.0,891350900,28
6,617,4,1.0,891350900,29
6,215,4,1.0,891350900,30
6,446,5,1.0,891350900,31
6,418,3,0.0,891350900,32
6,185,4,1.0,891350900,33
6,31,4,1.0,891350932,34
6,642,4,1.0,891350932,35
6,177,4,1.0,891350932,36
6,650,5,1.0,891350932,37
6,649,3,0.0,891350965,38
6,181,4,1.0,891350965,39
6,171,4,1.0,891350965,40
6,100,5,1.0,891350966,41
6,97,4,1.0,891351002,42
6,615,4,1.0,891351002,43
6,428,5,1.0,891351002,44
6,473,5,1.0,891351002,45
6,172,5,1.0,891351002,46
6,233,5,1.0,891351041,47
6,487,4,1.0,891351041,48
6,92,5,1.0,891351042,49
6,525,5,1.0,891351042,50
6,49,5,1.0,891351042,51
6,88,5,1.0,891351082,52
6,99,5,1.0,891351082,53
6,196,4,1.0,891351082,54
6,481,3,0.0,891351083,55
6,495,5,1.0,891351083,56
6,21,5,1.0,891351121,57
6,513,2,-0.5,891351121,58
6,611,5,1.0,891351121,59
6,203,5,1.0,891351121,60
6,658,5,1.0,891351161,61
6,652,4,1.0,891351161,62
6,610,3,0.0,891351161,63
6,483,5,1.0,891351201,64
6,190,5,1.0,891351201,65
6,96,5,1.0,891351201,66
6,143,5,1.0,891351201,67
6,656,4,1.0,891351234,68
6,402,4,1.0,891351234,69
6,170,3,0.0,891351287,70
6,180,3,0.0,891351287,71
6,633,5,1.0,891351287,72
6,131,5,1.0,891351287,73
6,7,5,1.0,891351328,74
